shipment_id,order_id,order_date,ship_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_reliability_score,warehouse_id,warehouse_name,warehouse_overload_flag,product_id,category,customer_region,order_quantity,priority,shipment_status,stockout_flag,delay_days,is_delayed,delay_reason
SHP-000118,ORD-000118,2025-06-20,2025-06-23,2025-06-28,2025-06-26,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,False,PRD-0174,Raw Materials,DE-Central,409,expedited,delivered,True,-2,False,
SHP-000119,ORD-000119,2025-01-07,2025-01-08,2025-01-20,2025-01-18,SUP-023,Saxon Metals,0.93,WH-004,Cologne Distribution Center,False,PRD-0131,Packaging,DE-South,304,standard,delivered,False,-2,False,
SHP-000120,ORD-000120,2025-06-18,2025-06-20,2025-06-27,2025-06-28,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,False,PRD-0053,Textiles,DE-South,172,standard,delivered,False,1,True,
SHP-000121,ORD-000121,2025-10-04,2025-10-07,2025-10-12,2025-10-12,SUP-011,Saxon Metals,0.611,WH-004,Cologne Distribution Center,False,PRD-0063,Mechanical,DE-North,350,critical,delivered,False,0,False,
SHP-000122,ORD-000122,2025-04-15,2025-04-16,2025-04-21,2025-04-26,SUP-006,Elbe Manufacturing,0.939,WH-001,Berlin Distribution Center,False,PRD-0050,Packaging,DE-South,405,standard,delivered,False,5,True,warehouse_capacity_constraint
SHP-000123,ORD-000123,2025-11-22,2025-11-22,2025-12-03,2025-12-06,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,False,PRD-0074,Electronics,DE-East,128,standard,delivered,False,3,True,warehouse_capacity_constraint
SHP-000124,ORD-000124,2025-03-31,2025-04-01,2025-04-13,2025-04-11,SUP-017,Main River Electronics,0.811,WH-002,Hamburg Distribution Center,False,PRD-0110,Raw Materials,DE-South,257,standard,delivered,True,-2,False,
SHP-000125,ORD-000125,2025-10-29,2025-11-01,2025-11-04,2025-11-03,SUP-001,Rhine Components,0.724,WH-001,Berlin Distribution Center,False,PRD-0002,Mechanical,DE-West,29,critical,delivered,False,-1,False,
SHP-000126,ORD-000126,2025-11-30,2025-12-02,2025-12-11,2025-12-11,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0179,Textiles,DE-South,227,expedited,delivered,False,0,False,
SHP-000127,ORD-000127,2025-05-11,2025-05-11,2025-05-23,2025-05-24,SUP-024,Bavaria Textile Group,0.894,WH-003,Munich Distribution Center,True,PRD-0117,Raw Materials,DE-Central,316,critical,delivered,True,1,True,
SHP-000128,ORD-000128,2025-10-28,2025-10-31,2025-11-01,2025-11-01,SUP-014,Baltic Packaging,0.868,WH-007,Stuttgart Distribution Center,True,PRD-0049,Electronics,DE-South,110,expedited,delivered,False,0,False,
SHP-000129,ORD-000129,2025-09-09,2025-09-10,2025-09-18,2025-09-19,SUP-001,Rhine Components,0.724,WH-003,Munich Distribution Center,False,PRD-0002,Mechanical,DE-South,45,expedited,delivered,False,1,True,
SHP-000130,ORD-000130,2025-04-19,2025-04-20,2025-04-26,2025-04-26,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,False,PRD-0125,Electronics,DE-North,20,expedited,delivered,False,0,False,
SHP-000131,ORD-000131,2025-07-13,2025-07-13,2025-07-22,2025-07-20,SUP-015,Alpine Industrial Parts,0.925,WH-002,Hamburg Distribution Center,False,PRD-0076,Textiles,DE-North,42,standard,delivered,False,-2,False,
SHP-000132,ORD-000132,2025-11-06,2025-11-08,2025-11-15,2025-11-15,SUP-009,Ruhr Mechanical,0.965,WH-001,Berlin Distribution Center,False,PRD-0055,Electronics,DE-North,99,standard,delivered,False,0,False,
SHP-000133,ORD-000133,2025-03-13,2025-03-16,2025-03-26,2025-03-25,SUP-024,Bavaria Textile Group,0.894,WH-001,Berlin Distribution Center,False,PRD-0026,Textiles,DE-East,72,expedited,delivered,False,-1,False,
SHP-000134,ORD-000134,2025-02-11,2025-02-11,2025-02-18,2025-02-20,SUP-011,Saxon Metals,0.611,WH-006,Leipzig Distribution Center,False,PRD-0001,Electronics,DE-Central,126,critical,delivered,False,2,True,supplier_late_dispatch
SHP-000135,ORD-000135,2025-08-28,2025-08-28,2025-09-06,2025-09-05,SUP-020,Hanseatic Materials,0.846,WH-002,Hamburg Distribution Center,False,PRD-0128,Mechanical,DE-North,238,critical,delivered,False,-1,False,
SHP-000136,ORD-000136,2025-05-24,2025-05-25,2025-06-06,2025-06-07,SUP-016,Nordic Freight Supplies,0.901,WH-003,Munich Distribution Center,False,PRD-0008,Raw Materials,DE-West,151,standard,delivered,True,1,True,
SHP-000137,ORD-000137,2025-11-26,2025-11-28,2025-12-12,2025-12-12,SUP-016,Nordic Freight Supplies,0.901,WH-002,Hamburg Distribution Center,False,PRD-0154,Raw Materials,DE-North,486,standard,delivered,False,0,False,
SHP-000138,ORD-000138,2025-01-01,2025-01-02,2025-01-15,2025-01-17,SUP-017,Main River Electronics,0.811,WH-002,Hamburg Distribution Center,False,PRD-0029,Raw Materials,DE-Central,322,standard,delivered,True,2,True,inventory_shortage
SHP-000139,ORD-000139,2025-06-11,2025-06-13,2025-06-18,2025-06-20,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0102,Raw Materials,DE-North,171,expedited,delivered,False,2,True,inventory_shortage
SHP-000140,ORD-000140,2025-12-28,2025-12-29,2026-01-06,,SUP-007,Danube Tools,0.771,WH-002,Hamburg Distribution Center,True,PRD-0129,Raw Materials,DE-South,343,expedited,in_transit,True,,,
SHP-000141,ORD-000141,2025-07-20,2025-07-20,2025-07-30,,SUP-019,Danube Tools,0.652,WH-008,Dortmund Distribution Center,False,PRD-0046,Packaging,DE-East,376,critical,in_transit,False,,,
SHP-000142,ORD-000142,2025-12-25,2025-12-26,2026-01-05,2026-01-03,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,False,PRD-0073,Packaging,DE-East,856,standard,delivered,True,-2,False,
SHP-000143,ORD-000143,2025-12-23,2025-12-26,2025-12-30,2026-01-04,SUP-007,Danube Tools,0.771,WH-008,Dortmund Distribution Center,False,PRD-0036,Textiles,DE-South,84,standard,delivered,False,5,True,carrier_delay
SHP-000144,ORD-000144,2025-01-29,2025-01-29,2025-02-04,2025-02-06,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,True,PRD-0174,Raw Materials,DE-South,262,standard,delivered,True,2,True,warehouse_capacity_constraint
SHP-000145,ORD-000145,2025-09-08,2025-09-10,2025-09-22,2025-09-23,SUP-004,Nordic Freight Supplies,0.931,WH-007,Stuttgart Distribution Center,False,PRD-0062,Mechanical,DE-East,315,critical,delivered,False,1,True,
SHP-000146,ORD-000146,2025-03-03,2025-03-04,2025-03-13,2025-03-13,SUP-007,Danube Tools,0.771,WH-001,Berlin Distribution Center,False,PRD-0095,Electronics,DE-North,36,standard,delivered,False,0,False,
SHP-000147,ORD-000147,2025-02-20,2025-02-20,2025-02-26,2025-02-26,SUP-019,Danube Tools,0.652,WH-007,Stuttgart Distribution Center,False,PRD-0124,Electronics,DE-Central,142,standard,delivered,False,0,False,
SHP-000148,ORD-000148,2025-12-22,2025-12-22,2026-01-04,2026-01-06,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,True,PRD-0169,Packaging,DE-North,1186,standard,delivered,True,2,True,warehouse_capacity_constraint
SHP-000149,ORD-000149,2025-03-29,2025-04-01,2025-04-05,2025-04-05,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0130,Electronics,DE-Central,5,standard,delivered,False,0,False,
SHP-000150,ORD-000150,2025-11-07,2025-11-09,2025-11-14,,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,True,PRD-0134,Raw Materials,DE-South,127,standard,in_transit,True,,,
SHP-000151,ORD-000151,2025-03-25,2025-03-27,2025-04-07,2025-04-06,SUP-023,Saxon Metals,0.93,WH-007,Stuttgart Distribution Center,False,PRD-0033,Mechanical,DE-South,52,critical,delivered,False,-1,False,
SHP-000152,ORD-000152,2025-08-11,2025-08-13,2025-08-22,2025-08-22,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0169,Packaging,DE-West,556,standard,delivered,True,0,False,
SHP-000153,ORD-000153,2025-05-21,2025-05-21,2025-05-29,2025-06-05,SUP-018,Elbe Manufacturing,0.745,WH-004,Cologne Distribution Center,False,PRD-0038,Mechanical,DE-East,203,critical,delivered,False,7,True,supplier_late_dispatch
SHP-000154,ORD-000154,2025-10-10,2025-10-13,2025-10-16,2025-10-15,SUP-015,Alpine Industrial Parts,0.925,WH-005,Frankfurt Distribution Center,True,PRD-0090,Electronics,DE-Central,30,expedited,delivered,False,-1,False,
SHP-000155,ORD-000155,2025-05-13,2025-05-14,2025-05-25,2025-05-25,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,True,PRD-0152,Electronics,DE-West,136,standard,delivered,False,0,False,
SHP-000156,ORD-000156,2025-09-15,2025-09-15,2025-09-29,2025-09-29,SUP-016,Nordic Freight Supplies,0.901,WH-008,Dortmund Distribution Center,False,PRD-0108,Raw Materials,DE-North,239,standard,delivered,False,0,False,
SHP-000157,ORD-000157,2025-12-24,2025-12-24,2026-01-04,2026-01-05,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,False,PRD-0062,Mechanical,DE-Central,17,standard,delivered,False,1,True,
SHP-000158,ORD-000158,2025-03-31,2025-04-01,2025-04-07,2025-04-07,SUP-015,Alpine Industrial Parts,0.925,WH-003,Munich Distribution Center,False,PRD-0115,Raw Materials,DE-West,449,standard,delivered,False,0,False,
SHP-000159,ORD-000159,2025-05-16,2025-05-19,2025-05-29,2025-05-29,SUP-002,Baltic Packaging,0.954,WH-005,Frankfurt Distribution Center,False,PRD-0031,Electronics,DE-East,150,standard,delivered,False,0,False,
SHP-000160,ORD-000160,2025-11-12,2025-11-13,2025-11-18,2025-11-18,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0092,Mechanical,DE-East,162,standard,delivered,False,0,False,
SHP-000161,ORD-000161,2025-07-30,2025-08-01,2025-08-06,2025-08-06,SUP-015,Alpine Industrial Parts,0.925,WH-003,Munich Distribution Center,False,PRD-0136,Mechanical,DE-Central,259,standard,delivered,False,0,False,
SHP-000162,ORD-000162,2025-03-24,2025-03-27,2025-04-03,2025-04-04,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,True,PRD-0113,Mechanical,DE-South,232,standard,delivered,False,1,True,warehouse_capacity_constraint
SHP-000163,ORD-000163,2025-12-16,2025-12-17,2025-12-30,2025-12-30,SUP-002,Baltic Packaging,0.954,WH-007,Stuttgart Distribution Center,False,PRD-0031,Electronics,DE-North,88,expedited,delivered,False,0,False,
SHP-000164,ORD-000164,2025-12-17,2025-12-18,2025-12-29,2025-12-29,SUP-022,Black Forest Plastics,0.971,WH-001,Berlin Distribution Center,False,PRD-0089,Electronics,DE-East,92,standard,delivered,False,0,False,
SHP-000165,ORD-000165,2025-05-08,2025-05-09,2025-05-20,2025-05-20,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0040,Electronics,DE-Central,34,expedited,delivered,False,0,False,
SHP-000166,ORD-000166,2025-04-28,2025-05-01,2025-05-10,2025-05-10,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0152,Electronics,DE-East,107,standard,delivered,False,0,False,
SHP-000167,ORD-000167,2025-04-24,2025-04-25,2025-05-04,2025-05-04,SUP-009,Ruhr Mechanical,0.965,WH-004,Cologne Distribution Center,False,PRD-0079,Mechanical,DE-East,255,standard,delivered,False,0,False,
SHP-000168,ORD-000168,2025-01-21,2025-01-23,2025-01-28,2025-02-01,SUP-001,Rhine Components,0.724,WH-003,Munich Distribution Center,False,PRD-0013,Raw Materials,DE-West,358,expedited,delivered,True,4,True,carrier_delay
SHP-000169,ORD-000169,2025-12-16,2025-12-19,2025-12-24,2025-12-24,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0025,Packaging,DE-South,316,standard,delivered,False,0,False,
SHP-000170,ORD-000170,2025-11-19,2025-11-21,2025-12-01,2025-11-29,SUP-002,Baltic Packaging,0.954,WH-003,Munich Distribution Center,True,PRD-0028,Raw Materials,DE-West,81,standard,delivered,False,-2,False,
SHP-000171,ORD-000171,2025-01-23,2025-01-23,2025-02-04,,SUP-023,Saxon Metals,0.93,WH-003,Munich Distribution Center,False,PRD-0052,Textiles,DE-East,224,standard,in_transit,True,,,
SHP-000172,ORD-000172,2025-05-29,2025-05-30,2025-06-04,2025-06-05,SUP-015,Alpine Industrial Parts,0.925,WH-008,Dortmund Distribution Center,False,PRD-0018,Textiles,DE-North,299,standard,delivered,False,1,True,
SHP-000173,ORD-000173,2025-10-15,2025-10-17,2025-10-26,2025-10-28,SUP-023,Saxon Metals,0.93,WH-007,Stuttgart Distribution Center,True,PRD-0131,Packaging,DE-East,870,standard,delivered,False,2,True,carrier_delay
SHP-000174,ORD-000174,2025-12-29,2025-12-31,2026-01-09,2026-01-10,SUP-004,Nordic Freight Supplies,0.931,WH-005,Frankfurt Distribution Center,False,PRD-0057,Raw Materials,DE-South,80,standard,delivered,False,1,True,
SHP-000175,ORD-000175,2025-11-20,2025-11-22,2025-12-01,,SUP-009,Ruhr Mechanical,0.965,WH-004,Cologne Distribution Center,False,PRD-0165,Packaging,DE-North,805,standard,in_transit,True,,,
SHP-000176,ORD-000176,2025-10-03,2025-10-04,2025-10-13,2025-10-14,SUP-021,Ruhr Mechanical,0.841,WH-003,Munich Distribution Center,False,PRD-0072,Electronics,DE-East,154,standard,delivered,False,1,True,
SHP-000177,ORD-000177,2025-10-25,2025-10-28,2025-11-04,2025-11-03,SUP-008,Hanseatic Materials,0.604,WH-004,Cologne Distribution Center,False,PRD-0069,Mechanical,DE-South,212,standard,delivered,False,-1,False,
SHP-000178,ORD-000178,2025-10-19,2025-10-19,2025-10-25,2025-10-25,SUP-019,Danube Tools,0.652,WH-004,Cologne Distribution Center,False,PRD-0046,Packaging,DE-South,419,standard,delivered,False,0,False,
SHP-000179,ORD-000179,2025-11-27,2025-11-27,2025-12-05,2025-12-05,SUP-011,Saxon Metals,0.611,WH-008,Dortmund Distribution Center,False,PRD-0063,Mechanical,DE-North,61,expedited,delivered,False,0,False,
SHP-000180,ORD-000180,2025-02-12,2025-02-13,2025-02-20,2025-02-21,SUP-022,Black Forest Plastics,0.971,WH-004,Cologne Distribution Center,False,PRD-0034,Packaging,DE-North,77,expedited,delivered,False,1,True,
SHP-000181,ORD-000181,2025-03-25,2025-03-27,2025-04-07,2025-04-07,SUP-016,Nordic Freight Supplies,0.901,WH-008,Dortmund Distribution Center,False,PRD-0123,Electronics,DE-North,127,standard,delivered,False,0,False,
SHP-000182,ORD-000182,2025-03-14,2025-03-14,2025-03-27,2025-03-27,SUP-023,Saxon Metals,0.93,WH-007,Stuttgart Distribution Center,False,PRD-0131,Packaging,DE-East,509,standard,delivered,False,0,False,
SHP-000183,ORD-000183,2025-04-25,2025-04-28,2025-05-06,2025-05-04,SUP-009,Ruhr Mechanical,0.965,WH-002,Hamburg Distribution Center,False,PRD-0044,Mechanical,DE-South,154,standard,delivered,False,-2,False,
SHP-000184,ORD-000184,2025-12-14,2025-12-16,2025-12-23,2025-12-21,SUP-009,Ruhr Mechanical,0.965,WH-003,Munich Distribution Center,False,PRD-0086,Raw Materials,DE-West,477,standard,delivered,False,-2,False,
SHP-000185,ORD-000185,2025-12-02,2025-12-03,2025-12-12,2025-12-15,SUP-011,Saxon Metals,0.611,WH-003,Munich Distribution Center,False,PRD-0001,Electronics,DE-South,42,standard,delivered,False,3,True,inventory_shortage
SHP-000186,ORD-000186,2025-11-05,2025-11-08,2025-11-12,2025-11-12,SUP-007,Danube Tools,0.771,WH-006,Leipzig Distribution Center,False,PRD-0091,Electronics,DE-South,90,standard,delivered,False,0,False,
SHP-000187,ORD-000187,2025-05-01,2025-05-03,2025-05-07,2025-05-06,SUP-007,Danube Tools,0.771,WH-007,Stuttgart Distribution Center,False,PRD-0149,Textiles,DE-West,114,critical,delivered,False,-1,False,
SHP-000188,ORD-000188,2025-08-04,2025-08-06,2025-08-10,2025-08-09,SUP-015,Alpine Industrial Parts,0.925,WH-008,Dortmund Distribution Center,True,PRD-0076,Textiles,DE-East,124,standard,delivered,False,-1,False,
SHP-000189,ORD-000189,2025-12-06,2025-12-07,2025-12-13,2025-12-14,SUP-019,Danube Tools,0.652,WH-002,Hamburg Distribution Center,True,PRD-0180,Electronics,DE-South,127,expedited,delivered,False,1,True,supplier_late_dispatch
SHP-000190,ORD-000190,2025-08-29,2025-09-01,2025-09-04,2025-09-11,SUP-007,Danube Tools,0.771,WH-005,Frankfurt Distribution Center,False,PRD-0036,Textiles,DE-North,182,standard,delivered,False,7,True,supplier_late_dispatch
SHP-000191,ORD-000191,2025-10-11,2025-10-12,2025-10-21,2025-10-31,SUP-001,Rhine Components,0.724,WH-008,Dortmund Distribution Center,True,PRD-0175,Mechanical,DE-South,142,expedited,delivered,False,10,True,warehouse_capacity_constraint
SHP-000192,ORD-000192,2025-10-14,2025-10-17,2025-10-24,2025-10-24,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0159,Mechanical,DE-West,49,expedited,delivered,False,0,False,
SHP-000193,ORD-000193,2025-02-23,2025-02-24,2025-03-06,2025-03-09,SUP-005,Main River Electronics,0.945,WH-002,Hamburg Distribution Center,True,PRD-0070,Mechanical,DE-West,318,expedited,delivered,True,3,True,supplier_late_dispatch
SHP-000194,ORD-000194,2025-05-04,2025-05-06,2025-05-18,2025-05-16,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0052,Textiles,DE-North,301,standard,delivered,True,-2,False,
SHP-000195,ORD-000195,2025-12-26,2025-12-26,2026-01-03,2026-01-02,SUP-014,Baltic Packaging,0.868,WH-004,Cologne Distribution Center,True,PRD-0102,Raw Materials,DE-East,189,standard,delivered,False,-1,False,
SHP-000196,ORD-000196,2025-12-16,2025-12-18,2025-12-24,2025-12-25,SUP-009,Ruhr Mechanical,0.965,WH-003,Munich Distribution Center,False,PRD-0042,Packaging,DE-Central,241,critical,delivered,True,1,True,
SHP-000197,ORD-000197,2025-05-29,2025-05-29,2025-06-09,2025-06-09,SUP-022,Black Forest Plastics,0.971,WH-006,Leipzig Distribution Center,False,PRD-0034,Packaging,DE-East,932,standard,delivered,True,0,False,
SHP-000198,ORD-000198,2025-08-21,2025-08-24,2025-08-27,2025-08-25,SUP-003,Alpine Industrial Parts,0.922,WH-005,Frankfurt Distribution Center,False,PRD-0037,Mechanical,DE-West,161,standard,delivered,False,-2,False,
SHP-000199,ORD-000199,2025-09-07,2025-09-09,2025-09-21,2025-09-20,SUP-017,Main River Electronics,0.811,WH-003,Munich Distribution Center,False,PRD-0114,Raw Materials,DE-Central,459,standard,delivered,False,-1,False,
SHP-000200,ORD-000200,2025-12-16,2025-12-19,2025-12-24,2025-12-23,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0022,Electronics,DE-South,19,expedited,delivered,True,-1,False,
SHP-000201,ORD-000201,2025-06-28,2025-06-29,2025-07-05,2025-07-03,SUP-014,Baltic Packaging,0.868,WH-007,Stuttgart Distribution Center,False,PRD-0058,Mechanical,DE-East,338,standard,delivered,False,-2,False,
SHP-000202,ORD-000202,2025-06-12,2025-06-14,2025-06-19,2025-06-19,SUP-014,Baltic Packaging,0.868,WH-002,Hamburg Distribution Center,True,PRD-0085,Mechanical,DE-South,319,standard,delivered,False,0,False,
SHP-000203,ORD-000203,2025-08-31,2025-09-02,2025-09-10,2025-09-08,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0009,Raw Materials,DE-North,128,expedited,delivered,False,-2,False,
SHP-000204,ORD-000204,2025-08-08,2025-08-10,2025-08-22,2025-08-22,SUP-016,Nordic Freight Supplies,0.901,WH-004,Cologne Distribution Center,False,PRD-0108,Raw Materials,DE-East,405,standard,delivered,True,0,False,
SHP-000205,ORD-000205,2025-10-15,2025-10-15,2025-10-26,2025-11-09,SUP-021,Ruhr Mechanical,0.841,WH-001,Berlin Distribution Center,False,PRD-0100,Packaging,DE-West,456,standard,delivered,True,14,True,weather_disruption
SHP-000206,ORD-000206,2025-12-12,2025-12-12,2025-12-21,2025-12-22,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,False,PRD-0118,Raw Materials,DE-North,286,expedited,delivered,False,1,True,
SHP-000207,ORD-000207,2025-12-23,2025-12-23,2025-12-28,2025-12-29,SUP-014,Baltic Packaging,0.868,WH-007,Stuttgart Distribution Center,False,PRD-0049,Electronics,DE-West,47,standard,delivered,False,1,True,
SHP-000208,ORD-000208,2025-12-25,2025-12-28,2026-01-03,,SUP-009,Ruhr Mechanical,0.965,WH-002,Hamburg Distribution Center,False,PRD-0079,Mechanical,DE-South,243,standard,in_transit,False,,,
SHP-000209,ORD-000209,2025-10-11,2025-10-11,2025-10-26,2025-10-26,SUP-016,Nordic Freight Supplies,0.901,WH-003,Munich Distribution Center,False,PRD-0096,Raw Materials,DE-North,297,standard,delivered,False,0,False,
SHP-000210,ORD-000210,2025-08-04,2025-08-04,2025-08-13,2025-08-14,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,False,PRD-0023,Electronics,DE-East,121,standard,delivered,True,1,True,quality_hold
SHP-000211,ORD-000211,2025-05-16,2025-05-18,2025-05-20,2025-05-18,SUP-014,Baltic Packaging,0.868,WH-005,Frankfurt Distribution Center,False,PRD-0058,Mechanical,DE-Central,222,standard,delivered,False,-2,False,
SHP-000212,ORD-000212,2025-07-20,2025-07-23,2025-07-27,2025-07-26,SUP-009,Ruhr Mechanical,0.965,WH-007,Stuttgart Distribution Center,False,PRD-0044,Mechanical,DE-South,339,standard,delivered,False,-1,False,
